Nume,Descriere,Categorie,Pret,Cost,Vanzare_ok,Achizitie_ok,Unitate,Unitate_achizitie,Cod_bare,SKU,Taxe,Taxe_achizitie,Tip_produs
NIT POP 4.8x10,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,Mpr_07765,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIT POP 4.8x8,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,Mpr_07764,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIT POP OTEL 4x 10_34130040010,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00069,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIT POP OTEL 4x 8 MM_E,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00113,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIT POP OTEL D4x 6_34130040006,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_08081,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Nituri POP standard Al/Otel-4.8x10mm Ral9010-500Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200091,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Nituri POP standard Al/Otel-4.8x10mm-SRC-500Units/cutie (g=3.5-5.5mm),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200092,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Nituri POP standard Al/Otel-4x8mm-SRC-1000Units/cutie (G=2-4mm),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200090,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Nituri POP standard otel/otel-4.8x10mm SARIV-500Units/CUTIE,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200133,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NOPTIERA  2 SERTARE,,Obiecte de inventar,1.0,147.06,True,True,Units,Units,,OBI00111,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
OCHELARI NEW LINE POLICARBONAT,,Obiecte de inventar,1.0,3.85,True,True,Units,Units,,OBI00112,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"OLANDEZ BRONZ 1""",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00299,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PALAN MANUAL CU LANT 0.5TO,,Obiecte de inventar,1.0,372.0,True,True,Units,Units,,OBI00113,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PALET 1000x1000 _E,,Ambalaje,1.0,0.0,True,True,Units,Units,,E_00134,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PALET 1000x1200,,Ambalaje,1.0,0.0,True,True,Units,Units,,Mpr_07689,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PALET 1200x 1200 ,,Ambalaje,1.0,0.0,True,True,Units,Units,,E_00073,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PALET 1200X1200,,Ambalaje,1.0,0.0,True,True,Units,Units,,E_200279,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PALET 800x1000,,Ambalaje,1.0,0.0,True,True,Units,Units,,E_200002,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PALET 800x1200,,Ambalaje,1.0,0.0,True,True,Units,Units,,Mpr_06964,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PALET 800x600,,Ambalaje,1.0,0.0,True,True,Units,Units,,E_200003,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PALET_FS150L/20_600x 600_E,,Ambalaje,1.0,0.0,True,True,Units,Units,,E_01205,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PANOU FRONTAL PROIECT 2015_805x465x5mm (Izolatie),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00431,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PANOU FRONTAL SPC 465x675x5mm_Izolatie,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00540,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PANOU LATERAL PROIECT 2015_780x300x5mm (Izolatie),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00432,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PANOU LATERAL SPC 650x 300x 5mm_Izolatie,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00543,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PANTALON PROTECTIE,,Obiecte de inventar,1.0,63.0,True,True,Units,Units,,OBI00114,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PANTOFI PROTECTIE,,Obiecte de inventar,1.0,85.0,True,True,Units,Units,,OBI00115,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Papuc tubular 1mm/8mm izolat ( pin simplu=pt. 1 fir ) ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00381,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PAPUC TUBULAR IZOLAT 1.5mm/8mm XBS ( pin dublu=pt. 2 fire ) ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00380,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PENSETA ELECTRICA_MST LABEL_160GR,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00229,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PETEC E6Tx16_(+E_00092 =Cutie Zilmet 10 Placi +EVI_00410),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00687,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PICIOR REGLABIL CU SURUB _M10x 25_E,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00798,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PILA SEMIROTUNDA,,Obiecte de inventar,1.0,10.84,True,True,Units,Units,,OBI00116,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PINI ALBI PT CABLU 0.5MM DAB-01436,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00079,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PINI_MLX 39-00-0038_48000 GRAMME ( pin mama ),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00176,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PINI_MLX 39-00-0040_24000 GRAMME ( pin tata )  ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00178,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIN TERMINAL IZOLAT _0.75 MM ALBASTRU ELMARK_59024,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00204,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIN TERMINAL IZOLAT_1 MM ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00166,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PISTOL AER 2 CAPETE CU FURTUN 10 M,,Obiecte de inventar,1.0,306.5,True,True,Units,Units,,OBI00117,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PISTOL SILICON,,Obiecte de inventar,1.0,6.91,True,True,Units,Units,,OBI00118,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA COMPRESIE 22MM,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00096,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Piulita cu flansa autoblocabila DIN6923-6 M12 ZA-100Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200097,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Piulita cu flansa autoblocabila DIN6923-8 M8 ZA - 250Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200194,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA G1-1/2 INCH_D28_ALAMA ( NINGBO ) ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00292,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Piulita hexagonala DIN 934-10 M12 neagra - 50Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200195,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Piulita hexagonala DIN 934-10 M8 ZA-500Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200098,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA M10 DIN 934 (STAS 4071),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00139,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA M12 ( STAS 4071-80) ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00250,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA M4_STAS 4071-80/ISO 4032/DIN 934_ Gr.8,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,Mpr_06429,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA M4_ ZIN DIN 934_E ( STAS 4071 ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_05098,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA M5_DIN 934 ( STAS 4071 ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,Mpr_05151,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA M8 STAS 4071_E,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_06494,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Piulita Nit cu guler din otel SARIV-M8x19.5-ZA-250Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200093,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Piulita Nit cu guler din otel SRC-M10x21-ZA-100Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200096,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Piulita Nit cu guler din otel SRC-M4x11-ZA-100Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200094,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Piulita Nit cu guler din otel SRC-M5x13-ZA-100Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200095,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA NITUIBILA M4 L=12mm ( OCH 30 )_9408-4030,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00792,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA NITUIBILA M5 L=12 mm ( OCH 30 )_39057-5030_fara guler,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00110,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA NITUIBILA M5 L=12 mm ( OCH 30 )_9407-5030_cu guler,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00160,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA NITUIBILA M8 L=16 mm ( H23H08KVO25 )_9407-8030,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_06468,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA NITUIBILA  ROTUNDA M10 ( OCH 30 )_9407-1030,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00814,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA NITUIBILA ROTUNDA M6_L=14.5mm_9407-6030,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_06467,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA OLANDEZA 3/4 INCH-D18  4503419000,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00019,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA OLANDEZA ALAMA G3/8 inch / D10_4503811200,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00642,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA OLANDEZA G1/2 inch CU INEL (KIT-ZIL-TP-TL5 40/10 RIVERLIGHT),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00414,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA OLANDEZA G1 INCH-D18_777025036,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00017,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA OLANDEZA G1 inch-D24.5_4501245000,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00636,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA  OLANDEZA G3/8 OF 1544/15.06,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200317,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PIULITA SERTIZABILA  M3,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00223,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PLACA AF 153_ALBASTRU_3x1500x1500mm_(Gascket),,Materii prime generale ,1.0,0.0,True,True,kg,kg,,E_00639,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Placa baza orizontala 501x395mm x15mm cu decupare_Izolatie CHHC,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00774,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Placa baza verticala 620x450mm_Izolatie CHHC,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00768,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PLACA CONEXIUNI 882CB20_1R,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00074,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PLACA DE BAZA ORIZONTALA 460(420)x230(92)x5mm_Proiect 2017 Izolatie,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00616,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PLACA DE BAZA VERTICALA 422x 813x5mm_Proiect 2017 Izolatie,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00615,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PLACA ETANSARE 1500x1500x3_material garnituri =Tesnit BA U (=2.25 mp),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_31262,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Placa inferioara 383x545mm_Izolatie CHHC,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00769,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PLASTIC COMP(sigiliu identificare L=30cm rosu),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00143,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PLATFORMA 1750 x 950 ( DAP Brasov )_Palet PUC,,Ambalaje,1.0,0.0,True,True,Units,Units,,E_00711,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
POLAR LUCRU,,Obiecte de inventar,1.0,50.410000000000004,True,True,Units,Units,,OBI00119,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
POLIZOR UNGHIULAR,,Obiecte de inventar,1.0,199.76,True,True,Units,Units,,OBI00120,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
POMPA APA WILO YONOS MAXO 25/0.5-12_2120641,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00345,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
POMPA APA WILO YONOS PICO 25/1-8-130-(ROW),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00253,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
POMPA APA WILO YONOS PICO 25/1-8 (180mm)_4215517,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00364,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
POMPA APA YONOS MAXO 25/0.5-10 PN10 (POMPA WILO)_1-1/2 inch,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00137,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"POMPA APA YONOS MAXO 25/0.5-7-( G1-1/2"" )_2120639",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00343,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
POMPA APA YONOS MAXO 30/0.5-10 PN10_G2 inch (POMPA WILO),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00379,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
POMPA APA YONOS PARA_PWM 15/7_4525842,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00152,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
POMPA APA YONOS PARA_RS25/7-PWM1 MFS13_4526055 _1-1/2 inch,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00151,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
POMPA STAR Z15 TT (POMPA WILO)_4110919,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00271,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PRELUNGITOR 3P 3M,,Obiecte de inventar,1.0,36.13,True,True,Units,Units,,OBI00121,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PRELUNGITOR 3P 5M,,Obiecte de inventar,1.0,57.13,True,True,Units,Units,,OBI00122,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PRELUNGITOR 5P 1.5M,,Obiecte de inventar,1.0,23.52,True,True,Units,Units,,OBI00123,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PRELUNGITOR  F_G3/4 inch x10/M_G1 inch,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00651,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"PRELUNGITOR G3/4 INCHx10(M-F_3/4""-3/4"")_776020020 (pt.schimbator caldura)",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00020,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PRINTED CIRCUIT BOARD (MULTIPLAYERS),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200318,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PROFIL EPDM 3x 10,,Ambalaje,1.0,0.0,True,True,m,m,,E_00379,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PROFIL EPDM SPONGIOS CU ADEZIV 10x 15 mm,,Ambalaje,1.0,0.0,True,True,m,m,,Mpr_07347,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PROFIL EPDM SPONGIOS CU ADEZIV 3x 32 mm,,Ambalaje,1.0,0.0,True,True,m,m,,Mpr_02571,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PROFIL L 75X75 SP 10 (pentru 4 coltare) ,,Ambalaje,1.0,0.0,True,True,m,m,,E_00459,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PROFIL L 75X75X10/albastru,,Ambalaje,1.0,0.0,True,True,m,m,,E_200253,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"PRV MANIFOLD, WITHOUT isolation valve, WITH right side stopper",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00396,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
PUBELA 120 L,,Obiecte de inventar,1.0,91.18,True,True,Units,Units,,OBI00124,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"RACORD EUROCON din ALAMA pt.TEAVA PEX 3/4""xD16mm-F1_40KK0104",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00721,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
RADIO CEAS,,Obiecte de inventar,1.0,33.53,True,True,Units,Units,,OBI00125,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
RAFT BETTY,,Obiecte de inventar,1.0,234.45000000000002,True,True,Units,Units,,OBI00126,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
RAFT IND PROFESIONAL 2160*1400*700,,Obiecte de inventar,1.0,777.9200000000001,True,True,Units,Units,,OBI00127,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
RAFT METALIC 5 POL,,Obiecte de inventar,1.0,163.87,True,True,Units,Units,,OBI00128,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
RAMA DIN CORNIERE,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200280,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
RAMA PENTRU AFISAJ,,Obiecte de inventar,1.0,4.43,True,True,Units,Units,,OBI00129,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE ALAMA 1-1/4 inch x1-1/2 inch INVERSA GEBO GOLD (Prelungitor M-F),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00728,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE ALAMA 1-1/4 inch x1 inch INVERSA (Prelungitor F-M),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00705,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE CUPRU 18x15,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200325,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE CUPRU 28-22 MT,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00300,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE CUPRU_D15xD10mm _2431510000,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00731,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE CUPRU_D18xD15mm _2431815000,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00732,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE CUPRU FF_D35x28 MM_PENTRU IMBINARE PRIN SUDURA,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00249,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE CUPRU M D28-F D22 -Lipsa cod producator,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00746,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE CUPRU M-F_D35xD18mm,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00545,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE _F_D28-F_D18,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00103,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE _M_D28-F_D18,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00652,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE M_D28-F_D42 (E-I),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00424,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REDUCTIE M_D42-F_D35 (E-I),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00559,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"REDUCTOR 3/4""MX1/2""F",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200303,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"RELEU 3NO/NC, 10A, 230VAC_R15/3P-WT (=2NO/NC_R2-WTL220VAC)",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00278,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"REPARTITOR CALDURA 22mm Mx1"" F_TUN22X1FS",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00280,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REZERVOR 150 L_06387,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00065,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REZERVOR 200 L_06388,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00066,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REZERVOR 300 L_06389,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00067,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REZERVOR 300 L_06389(inlocuieste evi_00067),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,Evi_00337,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REZERVOR 400 L_06390,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00068,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REZERVOR 80 L_06386,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00069,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REZERVOR INOX 400 L_8.1572.0_LAM IND.,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00334,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REZISTENTA BOILER PT. REZERVOR 80L/150 L/200L/300L/400L _MONOFASE 3 KW HEATING ELEMENT (1-1/4 inch),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00179,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
REZISTOR 1/2W ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00462,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
ROBINET AMESTECATOR TERMOSTATAT G 1 inch M_521801 CST(1”Male connections with NO fittings)_Caleffi,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00424,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
ROBINET AMESTECATOR TERMOSTATAT G 1 INCH M_P11A25N00,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00051,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
ROBINET AMESTECATOR TERMOSTATAT G3/4 inch M_521800 CST(3/4”Male connections with no fittings)Calef,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00425,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
ROBINET AMESTECATOR TERMOSTATAT G  3/4 INCH M_P11A20N00,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00052,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"ROBINET BIANCHI din ALAMA cu SFERA, FLUTURE, RACORD OLANDEZ si GARNITURA pt APA FE-FI 1""-D1_40422003",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00722,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"ROBINET CU FILTRU Y 3/4"" x 22_EVIN03EXT020",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00201,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
ROBINET DE SCURGERE PENTRU REZERVOR_519S015 ( G1/2 inch),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00023,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
ROBINET SFERIC APA 3/4_cod FERRO KPP2D,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_31261,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
